지역,14-Nov,14-Dec,15-Jan,15-Feb,15-Mar,15-Apr,15-May,15-Jun,15-Jul,15-Aug,15-Sep,15-Oct,15-Nov,15-Dec,16-Jan,16-Feb,16-Mar,16-Apr,16-May,16-Jun,16-Jul,16-Aug,16-Sep,16-Oct,16-Nov,16-Dec,17-Jan,17-Feb,17-Mar,17-Apr,17-May,17-Jun,17-Jul,17-Aug,17-Sep,17-Oct,17-Nov,17-Dec,18-Jan,18-Feb,18-Mar,18-Apr,18-May,18-Jun,18-Jul,18-Aug,18-Sep,18-Oct,18-Nov,18-Dec,19-Jan,19-Feb,19-Mar,19-Apr,19-May,19-Jun,19-Jul,19-Aug,19-Sep,19-Oct,19-Nov,19-Dec,20-Jan,20-Feb,20-Mar,20-Apr,20-May,20-Jun,20-Jul,20-Aug
서울 종로구,96.328,96.424,96.492,96.541,96.676,96.837,96.963,97.132,97.296,97.443,97.571,97.708,97.922,98.149,98.286,98.385,98.606,98.725,98.883,99.031,99.234,99.45,99.647,99.853,100,100.144,100.214,100.367,100.582,100.838,101.198,101.545,101.912,102.164,102.468,102.683,102.903,103.216,103.728,104.111,104.414,104.689,105.166,105.646,106.164,106.751,107.383,107.971,108.56,109.005,109.422,109.687,110.03,110.386,110.867,111.339,111.785,112.295,112.763,113.271,113.699,114.089,114.523,114.877,115.202,115.444,115.759,116.135,116.561,117.01
서울 중구,96.359,96.51,96.614,96.712,96.87,97.001,97.127,97.248,97.343,97.487,97.645,97.812,97.982,98.145,98.293,98.464,98.595,98.727,98.897,99.066,99.28,99.467,99.668,99.847,100,100.175,100.343,100.46,100.677,100.897,101.206,101.567,102.084,102.388,102.662,102.814,103.016,103.277,103.726,104.169,104.655,105.015,105.408,105.647,106.039,106.425,107.043,107.647,108.201,108.579,108.935,109.221,109.541,109.893,110.271,110.623,111.106,111.587,112.098,112.544,112.982,113.487,113.872,114.312,114.669,114.96,115.284,115.649,116.183,116.646
서울 용산구,96.048,96.197,96.251,96.301,96.394,96.56,96.675,96.739,96.815,96.927,96.991,97.181,97.252,97.383,97.635,97.815,97.957,98.139,98.219,98.505,98.791,99.059,99.312,99.623,100,100.272,100.497,100.773,101.079,101.431,101.941,102.734,103.381,103.897,104.341,104.526,104.807,105.207,106.133,106.885,107.287,107.684,107.989,108.478,109.742,110.504,111.146,111.786,112.431,112.909,113.217,113.703,114.165,114.524,115.027,115.663,116.238,116.679,117.148,117.729,118.331,118.834,119.308,119.784,120.144,120.506,120.89,121.306,121.753,122.136
서울 성동구,95.604,95.875,95.992,96.036,96.169,96.323,96.444,96.529,96.791,96.943,97.159,97.377,97.644,97.853,97.942,98.094,98.288,98.419,98.683,98.874,99.125,99.315,99.536,99.805,100,100.167,100.315,100.591,100.8,101.141,101.562,102.04,102.462,102.865,103.149,103.378,103.67,103.976,104.27,104.581,105.058,105.332,105.856,106.343,106.824,107.538,108.201,108.832,109.801,110.203,110.624,111.09,111.458,111.9,112.549,112.768,113.134,113.533,113.859,114.16,114.477,114.805,115.105,115.595,115.85,116.062,116.347,116.773,117.225,117.697
서울 광진구,94.911,95.054,95.169,95.409,95.644,95.738,95.909,96.242,96.487,96.613,96.878,97.081,97.193,97.377,97.57,97.827,97.962,98.215,98.517,98.842,99.087,99.258,99.56,99.8,100,100.131,100.246,100.559,100.853,101.206,101.875,102.355,102.73,103.066,103.39,103.611,103.961,104.348,104.758,105.193,105.533,105.822,106.133,106.591,107.047,107.571,108.194,108.868,109.322,109.95,110.528,110.936,111.262,111.68,112.285,112.616,113.119,113.436,114.022,114.704,115.193,115.648,116.004,116.393,116.698,117.009,117.385,117.685,118.05,118.406
서울 동대문구,95.73,95.782,95.812,95.908,96.066,96.18,96.366,96.493,96.695,96.832,97.072,97.308,97.462,97.702,97.89,97.976,98.169,98.311,98.495,98.768,99.074,99.309,99.539,99.723,100,100.22,100.384,100.537,100.879,101.127,101.572,101.894,102.298,102.724,102.976,103.188,103.472,103.741,103.956,104.22,104.555,104.874,105.365,105.755,106.337,106.979,107.659,108.37,108.995,109.627,110.018,110.379,110.891,111.368,111.891,112.288,112.872,113.414,113.915,114.542,115.095,115.654,116.19,116.645,117.087,117.376,117.715,118.067,118.565,118.918
서울 중랑구,94.642,94.772,94.917,95.002,95.201,95.441,95.802,95.974,96.233,96.48,96.77,96.97,97.228,97.377,97.523,97.688,97.939,98.119,98.326,98.644,99.044,99.233,99.554,99.83,100,100.135,100.27,100.455,100.657,100.968,101.413,101.735,102.12,102.52,102.871,103.136,103.378,103.623,103.961,104.193,104.576,104.845,105.163,105.482,105.959,106.336,106.835,107.417,107.871,108.381,108.715,108.958,109.33,109.722,110.085,110.403,110.703,111.03,111.36,111.805,112.119,112.521,112.942,113.316,113.613,113.986,114.281,114.597,114.888,115.185
서울 성북구,96.044,96.173,96.29,96.419,96.526,96.684,96.81,96.936,97.16,97.317,97.543,97.709,97.973,98.148,98.262,98.337,98.532,98.779,99.069,99.288,99.465,99.625,99.818,99.959,100,100.053,100.284,100.528,100.763,101.035,101.329,101.704,101.92,102.197,102.59,102.706,103.092,103.189,103.475,103.912,104.195,104.322,104.734,105.013,105.816,106.296,107.038,107.663,108.275,108.6,108.945,109.171,109.481,109.782,110.223,110.587,110.951,111.261,111.7,112.131,112.736,113.425,113.875,114.255,114.541,114.803,115.049,115.396,115.938,116.331
서울 강북구,96.308,96.482,96.714,96.985,97.008,97.029,96.986,97.263,97.388,97.695,97.823,97.985,98.048,98.239,98.42,98.547,98.787,98.827,99.079,99.114,99.322,99.416,99.618,99.819,100,100.17,100.282,100.4,100.762,100.877,101.293,101.62,101.893,102.137,102.372,102.596,102.727,102.908,103.08,103.364,103.569,103.764,103.98,104.274,104.641,105.062,105.77,106.198,106.693,107.067,107.361,107.473,107.665,107.94,108.515,109.029,109.317,109.602,109.987,110.215,110.766,110.929,111.181,111.821,112.147,112.324,112.463,112.56,112.717,112.979
서울 도봉구,96.458,96.582,96.788,96.816,97.018,97.045,97.319,97.335,97.437,97.456,97.459,97.702,98.005,98.205,98.332,98.454,98.506,98.637,98.924,99.027,99.119,99.309,99.694,99.81,100,100.119,100.27,100.477,100.79,101.067,101.573,101.878,102.395,102.738,103.01,103.269,103.363,103.626,103.834,103.86,104.245,104.607,104.78,105.116,105.363,105.751,106.314,106.954,107.45,107.857,108.197,108.378,108.565,108.98,109.603,109.816,110.203,110.539,110.85,111.239,111.653,111.956,112.194,112.299,112.524,112.642,112.956,113.192,113.518,113.871
서울 노원구,95.048,95.155,95.268,95.429,95.665,96.03,96.379,96.563,96.644,96.851,96.965,97.176,97.343,97.521,97.739,97.922,98.142,98.229,98.378,98.634,98.922,99.223,99.584,99.858,100,100.297,100.474,100.559,100.969,101.34,101.794,102.254,102.722,102.991,103.303,103.537,103.959,104.268,104.448,104.742,104.97,105.374,105.519,105.827,106.102,106.539,106.979,107.471,107.978,108.519,108.91,109.257,109.536,109.81,110.223,110.498,111.29,111.684,112.128,112.511,112.945,113.493,113.916,114.322,114.669,114.905,115.093,115.498,115.978,116.505
서울 은평구,95.56,95.624,95.784,95.948,96.21,96.42,96.609,96.815,96.955,97.127,97.328,97.585,97.741,97.949,98.033,98.245,98.435,98.652,98.742,98.98,99.16,99.411,99.58,99.818,100,100.145,100.235,100.383,100.606,100.878,101.305,101.609,101.971,102.324,102.567,102.835,102.968,103.221,103.543,103.945,104.413,104.661,104.976,105.365,105.848,106.348,107.202,107.858,108.418,108.786,109.05,109.271,109.639,110.051,110.476,110.906,111.448,111.918,112.333,112.822,113.284,113.807,114.264,114.759,115.04,115.315,115.679,116.087,116.562,117.002
서울 서대문구,94.498,94.655,94.735,94.793,94.887,95.328,95.462,95.699,95.995,96.097,96.435,96.837,96.99,97.569,97.714,97.693,97.869,98.006,98.284,98.653,98.945,99.213,99.588,99.729,100,100.178,100.335,100.495,100.656,100.799,101.175,101.573,102.048,102.406,102.719,103.012,103.277,103.597,104.022,104.477,104.881,105.176,105.698,106.245,106.696,107.289,108.134,108.928,109.229,109.54,109.804,110.156,110.443,110.666,111.044,111.409,111.986,112.568,113.158,113.643,114.039,114.628,115.055,115.487,115.714,116.099,116.411,116.888,117.24,117.736
서울 마포구,93.207,93.421,93.543,93.719,94.138,94.443,94.551,94.898,95.237,95.531,95.853,96.174,96.425,96.915,97.175,97.36,97.605,97.845,98.232,98.477,98.813,99.132,99.403,99.696,100,100.384,100.597,101.04,101.569,102.031,102.469,103.029,103.576,104.015,104.42,104.738,105.117,105.523,106.258,106.965,107.65,108.145,108.776,109.521,110.263,111.009,111.838,112.63,113.303,114.038,114.465,114.799,115.137,115.514,116.061,116.634,117.246,117.751,118.281,118.77,119.458,120.047,120.843,121.422,121.893,122.326,122.795,123.23,123.668,124.133
서울 양천구,94.703,95.006,95.367,95.737,96.122,96.226,96.399,96.517,96.634,96.929,97.091,97.323,97.448,97.608,97.741,97.972,98.088,98.313,98.536,98.866,99.201,99.434,99.668,99.852,100,100.129,100.353,100.502,100.661,101.042,101.57,102.227,102.776,103.45,103.683,103.942,104.363,104.769,105.193,105.457,106.067,106.592,107.133,107.591,108.21,108.744,109.399,109.937,110.301,110.78,111.176,111.703,112.072,112.558,112.965,113.353,114.142,114.638,115.199,115.788,116.269,116.914,117.308,117.754,118.239,118.76,119.247,119.669,120.347,120.732
서울 강서구,94.9,94.989,95.162,95.242,95.75,96.017,96.219,96.437,96.846,96.837,96.916,97.138,97.241,97.394,97.516,97.7,97.8,98.118,98.399,98.769,99.039,99.403,99.513,99.805,100,100.389,100.736,101.286,101.599,101.913,102.388,103.011,103.521,104.046,104.722,105.102,105.465,105.827,106.146,106.449,106.91,107.5,107.956,108.329,108.708,109.23,109.973,110.667,111.265,111.923,112.581,112.925,113.276,113.706,114.142,114.607,115.14,115.584,116.05,116.466,117.087,117.634,118.171,118.695,119.218,119.621,120.025,120.562,120.972,121.382
서울 구로구,94.662,94.747,94.799,94.924,95.105,95.428,95.72,95.859,95.918,96.08,96.327,96.462,96.532,96.95,97.056,97.438,97.721,97.819,98.042,98.164,98.601,98.836,99.304,99.849,100,100.231,100.487,100.824,100.999,101.464,101.786,102.017,102.269,102.669,102.847,103.079,103.43,103.775,104.152,104.324,104.737,105.049,105.239,105.471,105.827,106.252,106.807,107.308,108.039,108.429,109.011,109.277,109.584,109.906,110.132,110.343,110.617,111.283,111.571,112.117,112.352,112.675,113.109,113.597,114.034,114.332,114.709,115.104,115.442,115.885
서울 금천구,95.403,95.563,95.563,95.772,96.123,96.418,96.773,96.859,97.16,97.761,97.862,97.862,98.232,98.391,98.5,98.557,98.557,98.762,98.844,98.9,99.213,99.502,99.502,99.894,100,100.171,100.255,100.312,100.483,100.748,101.193,101.339,101.763,101.837,101.953,102.329,102.656,103.221,103.221,103.519,103.651,103.651,103.868,104.481,104.927,105.364,106.016,106.431,106.76,107.078,107.375,107.299,108.288,108.652,108.9,109.385,109.669,110.058,110.391,110.726,111.698,112.04,112.431,112.786,113.123,113.372,113.71,114.239,114.625,115.17
서울 영등포구,95.946,96.083,96.24,96.351,96.515,96.737,97.015,97.172,97.267,97.408,97.609,97.729,97.929,98.027,98.094,98.228,98.325,98.479,98.645,98.838,99.017,99.213,99.507,99.69,100,100.167,100.353,100.644,101.012,101.316,101.727,102.167,102.617,102.912,103.189,103.381,103.641,103.868,104.116,104.384,104.835,105.158,105.388,105.926,106.438,107.173,107.595,108.251,108.957,109.742,110.273,110.927,111.359,111.771,112.187,112.706,113.034,113.438,113.879,114.365,114.847,115.474,115.945,116.55,117.028,117.468,117.837,118.271,118.781,119.134
서울 동작구,96.007,96.183,96.31,96.379,96.518,96.568,96.673,96.79,97.022,97.317,97.619,97.822,97.877,98.13,98.329,98.428,98.577,98.683,98.797,98.976,99.151,99.441,99.698,99.86,100,100.234,100.32,100.488,100.846,101.058,101.475,102.047,102.476,102.789,102.926,103.052,103.329,103.673,104.281,104.683,105.416,105.952,106.874,107.394,107.834,108.431,108.993,109.444,109.962,110.28,110.909,111.292,111.5,111.898,112.089,112.415,112.882,113.485,113.849,114.318,114.758,115.239,115.813,116.425,116.809,117.19,117.65,118.105,118.638,119.023
서울 관악구,95.149,95.259,95.272,95.449,95.469,95.432,95.522,95.775,96.255,96.548,96.786,96.86,97.066,97.341,97.509,97.579,97.806,98.076,98.273,98.462,98.724,98.95,99.347,99.791,100,100.263,100.43,100.536,100.674,101.06,101.505,101.97,102.573,102.914,103.209,103.735,104.111,104.418,104.671,105.106,105.421,106.094,106.513,106.752,107.332,107.864,108.26,108.928,109.373,109.779,110.278,110.558,111.013,111.323,111.794,112.273,112.741,113.192,113.841,114.343,114.801,115.345,115.755,116.154,116.482,116.884,117.213,117.567,117.92,118.338
서울 서초구,94.572,94.746,94.912,95.118,95.464,95.655,95.98,96.158,96.305,96.541,96.683,96.901,97.083,97.338,97.593,97.747,97.896,98.276,98.574,98.804,98.991,99.248,99.504,99.782,100,100.147,100.315,100.334,100.762,101.121,101.651,102.158,102.526,102.955,103.267,103.552,104.115,104.516,104.877,105.417,105.86,106.095,106.493,106.944,107.782,108.331,109.084,109.856,110.529,111.059,111.429,111.645,111.947,112.324,112.674,113.221,113.948,114.589,115.142,115.694,115.983,116.568,117.169,117.689,118.118,118.508,118.888,119.281,119.74,120.286
서울 강남구,94.039,94.397,94.503,94.796,94.944,95.226,95.481,95.819,95.888,96.053,96.332,96.613,96.819,97.533,97.742,97.832,98.063,98.331,98.594,98.877,99.176,99.363,99.514,99.732,100,100.307,100.536,100.861,101.166,101.559,102.281,102.674,103.198,103.613,103.978,104.24,104.626,105.079,105.443,106.005,106.451,106.646,106.868,107.17,107.968,108.677,109.214,109.822,110.588,110.93,111.274,111.448,111.767,112.203,112.749,113.287,113.89,114.699,115.338,115.932,116.479,117.074,117.583,118.054,118.451,118.727,119.123,119.657,120.235,120.777
서울 송파구,94.308,94.452,94.624,94.822,95.036,95.291,95.583,95.794,96.078,96.346,96.578,96.792,97.052,97.374,97.51,97.728,97.92,98.166,98.484,98.751,99.011,99.351,99.562,99.828,100,100.342,100.555,100.842,101.069,101.329,101.897,102.429,102.933,103.414,103.716,104.105,104.609,104.946,105.337,105.711,106.143,106.486,106.708,107.114,107.744,108.545,109.29,110.03,110.801,111.204,111.612,111.768,112.006,112.229,112.936,113.494,114.043,114.712,115.239,115.845,116.438,116.941,117.755,118.456,118.864,119.177,119.641,120.138,120.64,121.165
서울 강동구,95.083,95.123,95.276,95.446,95.565,95.818,96.056,96.366,96.6,96.789,96.982,97.225,97.347,97.535,97.741,97.955,98.139,98.323,98.507,98.828,99.143,99.3,99.61,99.856,100,100.197,100.383,100.627,100.781,101.077,101.573,102.014,102.369,102.708,103.119,103.308,103.586,103.838,104.154,104.489,104.868,105.103,105.453,105.716,106.294,106.612,107.077,107.568,108.14,108.542,108.992,109.231,109.581,109.995,110.394,110.958,111.597,112.285,112.871,113.573,114.326,115.121,115.711,116.344,116.646,117.016,117.395,117.705,118.283,118.744
부산 중구,93.605,93.781,93.952,94.136,94.352,94.659,94.833,95.02,95.355,95.711,95.951,96.146,96.347,96.508,96.688,96.968,97.266,97.658,97.859,98.262,98.493,98.652,99.17,99.462,100,100.242,100.584,100.892,101.207,101.588,101.972,102.447,102.738,103.24,103.58,104.109,104.412,104.929,105.295,105.822,106.211,106.49,107.044,107.628,108.118,108.379,108.74,109.023,109.673,109.978,110.387,110.771,111.129,111.395,111.802,112.202,112.641,112.823,113.055,113.372,113.626,114.005,114.274,114.515,114.684,114.781,114.934,115.117,115.281,115.39
부산 서구,94.226,94.378,94.488,94.736,94.915,95.092,95.354,95.591,95.913,95.991,96.191,96.418,96.758,97.118,97.349,97.584,97.983,98.163,98.322,98.602,98.829,99.105,99.524,99.686,100,100.255,100.514,100.838,101.363,101.773,102.276,102.938,103.674,104.205,104.847,105.395,105.883,106.223,106.496,106.825,107.444,108.085,108.6,109.14,109.682,110.081,110.657,111.207,111.634,112.042,112.292,112.827,113.337,113.796,114.289,114.908,115.229,115.631,115.863,115.978,116.271,116.385,116.563,116.992,117.284,117.387,117.471,117.756,118.033,118.314
부산 동구,94.357,94.761,95.093,95.227,95.339,95.531,95.769,95.948,96.082,96.246,96.553,96.823,97.133,97.335,97.557,97.722,98.032,98.313,98.559,98.746,98.938,99.089,99.372,99.632,100,100.232,100.624,101.101,101.485,102.184,102.753,103.112,103.743,104.284,104.757,105.219,106.031,106.682,107.173,107.722,108.282,108.856,109.52,110.072,110.703,111.314,111.709,112.301,112.759,113.328,113.817,114.104,114.534,114.99,115.223,115.427,115.72,116.091,116.369,116.688,116.875,117.148,117.437,117.9,118.097,118.416,118.556,118.889,119.432,119.855
부산 부산진구,93.438,93.485,93.666,93.765,94.07,94.215,94.497,94.951,95.255,95.555,95.673,95.893,96.212,96.448,96.558,96.819,97.169,97.426,97.885,98.268,98.568,98.847,99.218,99.755,100,100.192,100.394,100.714,101.094,101.604,102.359,103.149,103.875,104.553,105.228,105.737,106.029,106.414,106.843,107.18,107.776,108.093,108.649,109.365,109.836,110.137,110.75,111.279,111.687,112.252,112.63,112.982,113.178,113.368,113.671,113.831,113.893,114.171,114.451,114.905,115.504,116.548,117.229,117.776,118.337,118.544,118.844,119.135,119.739,120.343
부산 동래구,92.203,92.387,92.65,92.932,93.112,93.49,93.818,94.147,94.492,94.764,95.077,95.446,95.685,96.027,96.32,96.57,96.826,97.093,97.464,97.75,97.981,98.352,98.75,99.394,100,100.426,100.642,100.933,101.515,102.03,102.565,103.271,104.026,104.712,105.294,105.731,106.375,106.941,107.592,108.229,108.645,109.061,109.502,110.013,110.588,111.045,111.614,112.211,112.681,113.197,113.795,114.291,114.719,115.235,115.719,116.18,116.623,117.023,117.388,117.82,118.188,118.712,119.249,119.67,120.129,120.607,121.08,121.633,122.058,122.468
부산 남구,92.409,92.75,92.841,93.012,93.402,93.723,93.761,94.117,94.342,94.609,94.685,94.927,95.11,95.242,95.519,95.806,96.205,96.621,97.182,97.695,98.175,98.635,99.402,99.705,100,100.256,100.653,101.463,101.644,102.068,102.719,103.184,103.814,104.779,105.679,106.38,106.956,107.563,108.172,108.962,109.942,110.522,111.508,112.244,112.99,113.71,113.944,114.129,114.981,115.362,115.896,116.833,117.18,117.676,118.035,118.402,119.213,118.94,119.288,119.749,120.982,121.673,122.317,122.326,122.138,121.789,121.883,122.33,122.557,123.162
부산 북구,95.215,95.389,95.471,95.55,95.653,95.772,95.934,96.077,96.271,96.471,96.637,96.795,97.016,97.242,97.45,97.648,97.98,98.135,98.428,98.66,98.807,99.134,99.383,99.683,100,100.321,100.651,101.012,101.318,101.745,102.291,102.766,103.168,103.471,103.971,104.314,104.787,105.246,105.582,105.883,106.295,106.728,107.12,107.476,107.88,108.311,108.642,109.004,109.227,109.673,109.979,110.262,110.711,111.191,111.549,111.807,112.057,112.317,112.517,112.746,112.92,113.186,113.453,113.716,113.83,113.932,114.002,114.109,114.385,114.595
부산 해운대구,90.677,90.835,91.157,91.356,91.681,92,92.292,92.669,92.756,93.001,93.169,93.269,93.481,94.152,94.46,95.091,95.677,96.28,96.842,97.331,97.8,98.057,98.814,99.407,100,100.455,101.065,101.621,102.301,102.794,103.61,104.361,105.31,105.953,106.617,107.279,107.896,108.462,108.849,109.383,110.246,110.801,111.363,112.011,112.926,113.621,114.264,114.945,115.522,116.087,116.751,117.378,117.678,118.203,118.628,119.053,119.624,120.167,120.559,121.057,121.813,122.373,122.99,123.346,123.702,123.974,124.498,125.022,125.933,126.424
부산 사하구,94.97,95.01,95.233,95.379,95.529,95.709,95.842,96.122,96.243,96.477,96.692,96.875,97.129,97.411,97.566,97.801,97.932,98.102,98.325,98.493,98.746,98.893,99.198,99.589,100,100.332,100.606,100.833,101.159,101.467,102.019,102.457,103.001,103.611,104.106,104.593,105.1,105.652,106.043,106.407,106.892,107.258,107.846,108.207,108.574,109.083,109.616,110.409,111.109,111.869,112.867,113.204,113.935,114.536,115.165,115.613,115.832,116.371,116.859,117.326,117.719,118.285,118.758,119.026,119.559,119.779,120.359,120.697,121.097,121.497
부산 금정구,93.71,94.054,94.187,94.267,94.516,94.676,94.849,95.157,95.459,95.683,95.746,96.106,96.279,96.535,96.72,96.87,97.213,97.609,97.861,98.216,98.563,98.959,99.263,99.59,100,100.369,100.682,101.138,101.501,101.808,102.33,103.136,103.955,104.459,105.168,105.764,106.655,107.299,107.914,108.356,108.688,109.139,109.563,110.21,110.699,111.285,111.823,112.244,112.872,113.422,113.771,114.164,114.553,115.055,115.51,115.902,116.283,116.637,117.022,117.448,117.878,118.173,118.574,118.97,119.319,119.727,120.187,120.558,120.943,121.24
부산 강서구,89.536,89.931,90.412,89.876,90.064,89.77,90.329,91.037,91.837,92.667,92.819,93.497,93.645,94.027,94.598,95.033,95.712,96.057,96.222,97.139,97.72,98.167,98.646,99.82,100,100.481,100.936,101.476,102.05,102.358,103.278,104.709,105.323,106.743,107.8,109.179,110.313,110.82,111.513,112.299,112.542,113.648,114.508,115.484,116.06,116.694,116.935,117.963,118.922,119.442,120.591,121.36,121.91,122.061,123.274,124.03,124.34,125.091,125.641,126.239,126.343,126.67,127.131,127.265,127.397,127.679,128.084,128.089,128.535,128.712
부산 연제구,94.092,94.22,94.273,94.277,94.572,94.787,94.942,95.23,95.6,95.899,96.062,96.275,96.357,96.529,96.571,96.765,97.025,97.477,97.727,98.202,98.534,98.83,99.23,99.738,100,100.619,100.819,101.265,101.557,102.047,102.617,103.431,104.13,104.707,105.264,105.827,106.498,107.203,107.733,108.341,108.785,109.315,110.247,110.581,111.216,111.781,112.202,112.391,112.957,113.331,113.784,114.041,114.404,114.796,115.15,115.344,115.833,116.106,116.601,116.954,117.511,118.172,118.644,118.98,119.276,119.546,119.818,120.242,120.82,121.199
부산 수영구,92.938,93.205,93.346,93.533,93.786,94.118,94.382,94.742,95.128,95.369,95.565,95.714,95.952,96.31,96.511,96.781,96.988,97.297,97.637,98.003,98.318,98.703,99.037,99.524,100,100.521,100.807,101.187,101.741,102.626,103.438,104.308,105.124,105.754,106.701,107.367,108.072,108.747,109.228,110.099,110.513,111.13,111.526,112.222,112.839,113.405,114.179,114.574,115.073,115.309,115.662,116.012,116.368,116.802,117.125,117.616,118.021,118.121,118.292,118.724,119.53,119.982,120.355,120.814,120.993,121.304,121.845,122.302,122.893,123.326
부산 사상구,95.02,95.181,95.341,95.438,95.531,95.657,95.831,95.934,96.051,96.258,96.464,96.649,96.856,97.197,97.465,97.638,97.926,98.116,98.307,98.86,99.032,99.288,99.464,99.641,100,100.377,100.605,101.001,101.33,101.61,102.139,102.696,103.238,103.86,104.549,105.03,105.611,106.16,106.737,107.165,107.708,108.261,108.856,109.217,109.711,110.021,110.371,110.959,111.437,111.707,112.082,112.454,112.817,113.057,113.51,113.916,114.279,114.617,114.989,115.378,115.829,116.195,116.563,116.924,117.226,117.47,117.744,118.171,118.468,118.63
